Acceleration_X,Acceleration_Y,Acceleration_Z,User Accelerometer_x,User Accelerometer_y,User Accelerometer_z,Gyroscope_X,Gyroscope_Y,Gyroscope_Z,Magnetometer_X,Magnetometer_Y,Magnetometer_Z,Activity,user
"
1.77",-10.22,-0.18,0.02,0,-0.01,-0.01,0,0,18.83,15.56,36.56,standing,aratrik
"
1.71",-10.22,-0.23,-0.01,0,0,0,0,0,18.81,15.6,36.39,standing,aratrik
"
1.79",-10.2,-0.24,-0.01,0,0,0,0.01,0,18.81,15.49,36.38,standing,aratrik
"
1.72",-10.19,-0.17,0,-0.01,-0.01,0,-0.01,0,18.77,15.54,36.41,standing,aratrik
"
1.78",-10.26,-0.21,0.03,0.01,0,0.01,0,0,18.75,15.56,36.45,standing,aratrik
"
1.73",-10.25,-0.16,-0.02,0,0,-0.01,0,-0.01,18.66,15.49,36.51,standing,aratrik
"
1.75",-10.22,-0.23,-0.01,-0.02,0,0,0.01,0,18.68,15.58,36.54,standing,aratrik
"
1.75",-10.2,-0.22,0.01,0,0,0,0,0.01,18.71,15.58,36.62,standing,aratrik
"
1.80",-10.22,-0.27,0.01,0.02,0.01,0,0,0,18.69,15.47,36.69,standing,aratrik
"
1.79",-10.22,-0.29,0.01,0,0,0,0,0.01,18.79,15.47,36.88,standing,aratrik
"
1.73",-10.25,-0.2,-0.01,0,-0.01,0,0,0.01,18.77,15.49,36.88,standing,aratrik
"
1.68",-10.21,-0.26,0.04,0.01,0,0,0.01,0.01,18.81,15.45,36.81,standing,aratrik
"
1.59",-10.22,-0.26,-0.01,-0.01,-0.01,0.01,-0.01,0.01,18.86,15.49,36.92,standing,aratrik
"
1.76",-10.25,-0.22,0.01,0.01,0,0.01,0,0.01,18.86,15.47,36.9,standing,aratrik
"
1.65",-10.23,-0.17,-0.01,-0.01,0.01,0,-0.01,0,18.83,15.36,36.86,standing,aratrik
"
1.67",-10.21,-0.15,0.01,0,0,0,0,0,18.79,15.38,36.79,standing,aratrik
"
1.68",-10.22,-0.17,-0.01,0,0.01,0,0,0,18.75,15.54,36.64,standing,aratrik
"
1.64",-10.21,-0.06,-0.01,0,0,0,0,0,18.71,15.58,36.56,standing,aratrik
"
1.74",-10.22,-0.06,-0.02,-0.01,-0.01,0,0,0,18.73,15.62,36.45,standing,aratrik
"
1.74",-10.22,-0.07,0,0,0,0.01,-0.01,0.01,18.69,15.64,36.45,standing,aratrik
"
1.74",-10.22,-0.05,0.02,0,0,0,-0.01,0,18.64,15.64,36.45,standing,aratrik
"
1.65",-10.24,-0.05,-0.01,0,0.01,0,-0.01,0,18.71,15.64,36.41,standing,aratrik
"
1.73",-10.2,-0.07,0,0,0,0,0,0,18.83,15.69,36.43,standing,aratrik
"
1.64",-10.22,-0.08,-0.01,0,0.01,0,0.01,0,18.92,15.71,36.49,standing,aratrik
"
1.72",-10.19,-0.11,0.02,0.01,0.01,0,-0.01,0,18.99,15.66,36.58,standing,aratrik
"
1.67",-10.23,-0.1,-0.02,0,0,0,0.01,0,19.03,15.66,36.58,standing,aratrik
"
1.71",-10.23,-0.08,0.01,0,0,0,0,0,19.07,15.62,36.68,standing,aratrik
"
1.73",-10.2,-0.11,0,0,0,0,0,0,19.09,15.66,36.75,standing,aratrik
"
1.68",-10.21,-0.1,0,0,0.01,0,0,0,19.09,15.71,36.6,standing,aratrik
"
1.74",-10.2,-0.1,0.01,0,0.01,0,0,0,19.05,15.79,36.62,standing,aratrik
"
1.66",-10.23,-0.11,0,0,0,0,0,0,18.98,15.83,36.64,standing,aratrik
"
1.70",-10.22,-0.09,0.01,0,0,0,0,0,18.9,15.79,36.53,standing,aratrik
"
1.67",-10.25,-0.16,-0.01,0,0.01,0,0,0,18.92,15.79,36.49,standing,aratrik
"
1.77",-10.24,-0.15,0,0,0,0,0,0,18.9,15.79,36.49,standing,aratrik
"
1.68",-10.23,-0.1,0,0,-0.01,0,0,0,18.86,15.73,36.49,standing,aratrik
"
1.70",-10.21,-0.13,0.01,0,0,-0.01,0,-0.01,18.9,15.68,36.47,standing,aratrik
"
1.72",-10.22,-0.12,-0.01,0,0.02,0,0,0,18.99,15.6,36.58,standing,aratrik
"
1.75",-10.21,-0.18,0.01,-0.01,0,-0.01,0,-0.01,18.98,15.62,36.66,standing,aratrik
"
1.78",-10.19,-0.18,-0.02,0,0.02,-0.01,-0.01,-0.01,19.03,15.62,36.62,standing,aratrik
"
1.81",-10.22,-0.11,-0.01,0,0.01,0,0,0,19.13,15.66,36.68,standing,aratrik
"
1.76",-10.2,-0.13,0,0,-0.02,-0.01,0,-0.01,19.05,15.73,36.58,standing,aratrik
"
1.80",-10.22,-0.19,0.01,0,0.01,-0.01,0.01,0,18.99,15.66,36.6,standing,aratrik
"
1.79",-10.22,-0.23,0.02,0.01,0.02,0,0,0,18.99,15.62,36.56,standing,aratrik
"
1.72",-10.22,-0.15,0,0,0,0,0,0.01,19.05,15.71,36.51,standing,aratrik
"
1.78",-10.21,-0.23,0.02,-0.01,-0.01,0,-0.01,-0.01,18.96,15.86,36.38,standing,aratrik
"
1.83",-10.2,-0.2,-0.04,0,0.02,0,0.01,-0.01,18.96,15.81,36.28,standing,aratrik
"
1.74",-10.23,-0.21,0.01,0,0,0,0.01,0,18.92,15.83,36.3,standing,aratrik
"
1.81",-10.23,-0.2,0.03,0,0,0,0,0,18.84,15.79,36.38,standing,aratrik
"
1.78",-10.21,-0.2,0,0,0,0,0,0,18.83,15.69,36.51,standing,aratrik
"
1.79",-10.2,-0.17,0.02,0,-0.01,0.01,0,0.01,18.88,15.77,36.49,standing,aratrik
"
1.76",-10.25,-0.17,0.02,0,-0.02,0.01,-0.01,0.01,18.96,15.81,36.53,standing,aratrik
"
1.76",-10.21,-0.12,0,0.01,0,0.01,-0.02,0.01,18.96,15.75,36.58,standing,aratrik
"
1.72",-10.23,-0.11,-0.02,-0.01,0,0.01,0,0.01,19.09,15.62,36.64,standing,aratrik
"
1.68",-10.23,-0.08,0.02,0,0,0,-0.01,0,19.14,15.6,36.68,standing,aratrik
"
1.70",-10.24,-0.11,-0.01,0,0.01,0,0,0,19.14,15.58,36.69,standing,aratrik
"
1.71",-10.25,-0.13,-0.01,0,0.01,0,-0.01,0,19.18,15.58,36.69,standing,aratrik
"
1.70",-10.22,-0.13,-0.03,0,0.01,0,0.01,0,19.31,15.56,36.66,standing,aratrik
"
1.71",-10.22,-0.1,0.01,0,0,0,0,0,19.37,15.6,36.66,standing,aratrik
"
1.86",-10.21,-0.14,-0.03,0,0.01,0,0.01,-0.01,19.33,15.62,36.54,standing,aratrik
"
1.71",-10.19,-0.06,0.01,0,0.01,-0.01,-0.01,-0.01,19.29,15.6,36.51,standing,aratrik
"
1.79",-10.22,-0.12,0,0,0.01,0,0,0,19.26,15.64,36.58,standing,aratrik
"
1.75",-10.2,-0.15,0.01,-0.01,0,-0.01,-0.01,-0.01,19.2,15.64,36.58,standing,aratrik
"
1.78",-10.22,-0.23,-0.03,0,0.02,-0.01,0.01,0,19.22,15.62,36.56,standing,aratrik
"
1.81",-10.21,-0.18,0.02,0,0.01,-0.01,0,-0.01,19.28,15.71,36.45,standing,aratrik
"
1.90",-10.19,-0.21,-0.01,0,-0.01,-0.01,0.01,-0.01,19.26,15.75,36.43,standing,aratrik
"
1.79",-10.21,-0.18,0.02,0,0,0,0,0,19.24,15.69,36.41,standing,aratrik
"
1.84",-10.18,-0.2,0.03,0,-0.02,0.01,-0.01,0.01,19.2,15.79,36.49,standing,aratrik
"
1.75",-10.22,-0.16,0.01,0,-0.01,0.01,-0.01,0.01,19.16,15.84,36.53,standing,aratrik
"
1.81",-10.21,-0.13,0.01,0.01,0,0.01,0,0.01,19.16,15.77,36.47,standing,aratrik
"
1.73",-10.22,-0.13,0,0,0.01,0.01,-0.03,0.01,19.24,15.81,36.38,standing,aratrik
"
1.75",-10.19,-0.17,-0.02,-0.01,0.01,0,-0.01,0,19.29,15.88,36.34,standing,aratrik
"
1.69",-10.21,-0.11,0.01,0,-0.01,0.01,0,0,19.2,15.83,36.41,standing,aratrik
"
1.78",-10.23,-0.09,0,0,0,0,-0.01,0,19.13,15.75,36.43,standing,aratrik
"
1.78",-10.16,-0.07,-0.02,0,0.02,0,-0.01,-0.01,19.2,15.79,36.36,standing,aratrik
"
1.83",-10.2,-0.14,-0.01,0,0,0,0,0.01,19.26,15.69,36.32,standing,aratrik
"
1.60",-10.22,-0.15,0.04,0.01,-0.01,0.01,-0.02,0.02,19.43,15.66,36.26,standing,aratrik
"
1.73",-10.25,-0.15,0,0,0.01,0.01,0,0.01,19.43,15.77,36.23,standing,aratrik
"
1.65",-10.22,-0.06,0,0,0,0,0,0,19.43,15.73,36.26,standing,aratrik
"
1.68",-10.19,-0.07,0,0,0.01,0,0,0,19.48,15.68,36.21,standing,aratrik
"
1.70",-10.22,-0.08,-0.01,0,-0.01,0,0,0,19.61,15.64,36.19,standing,aratrik
"
1.69",-10.24,-0.13,0.01,0,0,0,0,0,19.73,15.69,36.19,standing,aratrik
"
1.75",-10.21,-0.12,-0.01,0,0.01,0,0,0,19.65,15.69,36.19,standing,aratrik
"
1.66",-10.23,-0.1,-0.01,0,0,0,0.01,0,19.69,15.69,36.21,standing,aratrik
"
1.69",-10.23,-0.06,0.03,0,-0.01,0,-0.01,0,19.65,15.68,36.21,standing,aratrik
"
1.67",-10.23,-0.06,-0.04,0,0.01,0,0.01,0,19.67,15.66,36.19,standing,aratrik
"
1.66",-10.25,-0.11,0.02,0,-0.01,0,0,0,19.67,15.66,36.15,standing,aratrik
"
1.76",-10.22,-0.1,0,0,0,0,0,0,19.67,15.66,36.15,standing,aratrik
"
1.68",-10.21,-0.07,0.01,0,0.01,0,-0.01,0,19.67,15.71,36.13,standing,aratrik
"
1.72",-10.23,-0.03,-0.01,0,0,0,0,0,19.65,15.73,36,standing,aratrik
"
1.64",-10.23,-0.01,0,0,-0.01,0,0,0,19.74,15.71,36.02,standing,aratrik
"
1.68",-10.21,-0.08,-0.02,-0.01,0.01,0,0.01,0,19.73,15.75,36.04,standing,aratrik
"
1.66",-10.24,-0.08,0,0,0.01,0,0,0,19.71,15.75,35.94,standing,aratrik
"
1.59",-10.2,-0.07,0.02,0.01,0.01,0,-0.01,0,19.69,15.81,35.93,standing,aratrik
"
1.69",-10.22,-0.04,-0.02,0,-0.01,0,0,0,19.67,15.83,35.93,standing,aratrik
"
1.68",-10.22,-0.06,-0.02,0,-0.01,0,0,0,19.71,15.83,35.91,standing,aratrik
"
1.73",-10.24,-0.07,0.02,0,0,0,0,0,19.71,15.75,35.89,standing,aratrik
"
1.63",-10.21,-0.05,0.01,0,0.01,0,0,0,19.76,15.75,36.08,standing,aratrik
"
1.69",-10.23,-0.06,0,0,0.01,0,0,0,19.74,15.84,36.09,standing,aratrik
"
1.71",-10.22,-0.07,-0.02,0,0.01,0,-0.01,0,19.8,15.94,36.04,standing,aratrik
"
1.67",-10.21,-0.08,0.02,0,-0.01,0,0,0,19.84,15.98,36.11,standing,aratrik
"
1.67",-10.21,-0.05,0,0,0.01,0,0,0,19.82,15.9,36.13,standing,aratrik
"
1.74",-10.21,-0.06,0,0,0,0,0.01,0,19.82,15.9,36.19,standing,aratrik
"
1.68",-10.23,-0.05,-0.02,0,0.01,0,-0.01,0,19.8,15.96,36.23,standing,aratrik
"
1.56",-10.2,-0.07,0.01,0,0,0,-0.01,0,19.76,16.07,36.17,standing,aratrik
"
1.72",-10.23,-0.11,-0.01,0,0.01,0,0,0,19.71,16.14,36.08,standing,aratrik
"
1.73",-10.22,-0.08,-0.01,0,0,0,0,0,19.69,16.05,35.98,standing,aratrik
"
1.66",-10.21,-0.09,0.03,0,-0.01,0,0,0,19.67,15.96,36.02,standing,aratrik
"
1.68",-10.21,-0.06,0,0,0,0,0,0,19.61,15.96,36,standing,aratrik
"
1.70",-10.21,-0.08,0.01,0,0,0,0,0,19.65,16.03,35.96,standing,aratrik
"
1.67",-10.22,-0.07,0.01,0,0.01,0,0,0,19.61,16.07,35.93,standing,aratrik
"
1.71",-10.2,-0.05,0,0,-0.01,0,0,0,19.59,16.07,35.91,standing,aratrik
"
1.65",-10.21,0,0.01,0,0.01,0,0,0,19.61,16.16,35.91,standing,aratrik
"
1.65",-10.21,-0.05,0,0,0,0,0,0,19.63,16.09,35.94,standing,aratrik
"
1.63",-10.21,-0.07,-0.02,0,0.01,0,0,0,19.63,16.07,35.96,standing,aratrik
"
1.66",-10.21,-0.04,0.01,0,-0.01,0,0,0,19.63,16.11,35.98,standing,aratrik
"
1.62",-10.22,-0.03,-0.01,0,0,0,0,0,19.67,16.11,36,standing,aratrik
"
1.70",-10.23,-0.09,0,0,0,0,0,0,19.67,16.07,35.98,standing,aratrik
"
1.65",-10.22,-0.09,0.02,0.01,0.01,0,0,0,19.71,15.99,36.06,standing,aratrik
"
1.68",-10.2,-0.05,0,0,0,-0.01,0.01,0,19.69,15.96,36.06,standing,aratrik
"
1.66",-10.23,-0.05,-0.02,0,0.01,0,-0.01,0,19.69,15.83,36.08,standing,aratrik
"
1.75",-10.22,-0.11,0.01,0.01,0.01,0,0,0,19.69,15.84,36.11,standing,aratrik
"
1.65",-10.22,-0.08,0,0,0,0,0,0,19.73,15.9,36.15,standing,aratrik
"
1.75",-10.22,-0.06,0.01,0,-0.02,0,0,0,19.71,15.9,36.11,standing,aratrik
"
1.69",-10.21,-0.05,0,0.01,0.01,0,0,0,19.69,15.86,36.15,standing,aratrik
"
1.70",-10.21,-0.03,0.01,0,0.01,0,0.01,0,19.67,15.81,36.17,standing,aratrik
"
1.73",-10.23,-0.04,-0.01,0,0.02,0,0,0,19.73,15.83,36.13,standing,aratrik
"
1.71",-10.24,-0.07,0,0,0,0,0,0,19.74,15.92,36.23,standing,aratrik
"
1.72",-10.22,-0.07,-0.01,-0.01,0,-0.01,0,0,19.78,15.92,36.28,standing,aratrik
"
1.71",-10.2,-0.09,-0.01,0,0.01,-0.01,0,0,19.76,15.88,36.21,standing,aratrik
"
1.74",-10.18,-0.08,0.01,0,0.01,-0.01,0,0,19.71,15.92,36.17,standing,aratrik
"
1.75",-10.23,-0.08,0.02,0,-0.01,-0.01,0.01,0,19.65,15.96,36.19,standing,aratrik
"
1.59",-10.22,-0.11,0.02,0.01,-0.02,0.01,0.01,0.01,19.63,15.98,36.09,standing,aratrik
"
1.67",-10.24,-0.13,0.02,0,-0.01,0.01,-0.02,0.01,19.63,16.07,36,standing,aratrik
"
1.69",-10.26,-0.11,-0.04,0,0.01,0,0,0,19.63,16.07,35.98,standing,aratrik
"
1.74",-10.23,-0.1,-0.01,0,0.01,0,-0.01,0,19.58,16.01,35.91,standing,aratrik
"
1.78",-10.24,-0.1,0,0,0.01,0,0.01,0,19.48,16.03,35.93,standing,aratrik
"
1.64",-10.22,-0.13,0.01,0,0,0,0,0,19.48,16.03,35.98,standing,aratrik
"
1.71",-10.22,-0.06,0.01,0,-0.01,0,0,0,19.48,15.96,36.09,standing,aratrik
"
1.71",-10.22,-0.09,0,0,0.01,0,0,0,19.52,15.88,36.11,standing,aratrik
"
1.72",-10.21,-0.07,0,0,0.01,0,0,0,19.5,15.96,36.21,standing,aratrik
"
1.71",-10.2,-0.06,0,0,-0.01,0,0,0,19.56,15.88,36.32,standing,aratrik
"
1.71",-10.22,-0.07,0.01,0,0,0,0,0,19.59,15.92,36.32,standing,aratrik
"
1.74",-10.22,-0.09,-0.01,0,0,0,0.01,0,19.69,15.99,36.34,standing,aratrik
"
1.72",-10.25,-0.11,0,0,0.01,0,0,0,19.73,15.9,36.3,standing,aratrik
"
1.74",-10.21,-0.09,0,0,0.01,0,0,0,19.78,15.98,36.24,standing,aratrik
"
1.70",-10.21,-0.07,0,0,0,0,-0.01,0,19.78,15.98,36.19,standing,aratrik
"
1.72",-10.22,-0.07,0,0,0,0,0,0,19.8,15.99,36.17,standing,aratrik
"
1.71",-10.21,-0.1,0,0,0,-0.01,0,-0.01,19.8,15.9,36.11,standing,aratrik
"
1.78",-10.19,-0.04,0,0,0.01,0,0,0,19.82,15.92,36.11,standing,aratrik
"
1.67",-10.22,-0.07,0.01,0,-0.01,0,0,0,19.74,15.88,36.13,standing,aratrik
"
1.74",-10.22,-0.07,-0.01,0,0,0,0,0,19.69,15.84,36.13,standing,aratrik
"
1.75",-10.21,-0.1,-0.01,0,0.01,0,0.01,0,19.65,15.92,36.11,standing,aratrik
"
1.72",-10.21,-0.12,0.01,0,0,0,0.01,0,19.61,15.83,36.17,standing,aratrik
"
1.71",-10.22,-0.11,0.01,0,0,0,-0.01,0,19.65,15.77,36.13,standing,aratrik
"
1.73",-10.21,-0.08,-0.01,0,0,0,0,0,19.58,15.79,36.15,standing,aratrik
"
1.69",-10.19,-0.04,0,0,0,0,0,0,19.61,15.88,36.15,standing,aratrik
"
1.64",-10.18,0.12,0.01,0,-0.01,0.01,0,0.01,19.59,15.86,36.13,standing,aratrik
"
1.71",-10.22,-0.09,0.02,-0.01,-0.02,-0.01,0,0,19.58,15.86,36.09,standing,aratrik
"
1.72",-10.25,-0.06,0,0.01,0.04,0,0,0,19.59,15.75,36.13,standing,aratrik
"
1.73",-10.2,-0.06,0,0,0.01,0.01,-0.01,0,19.63,15.69,36.17,standing,aratrik
"
1.73",-10.22,-0.06,-0.02,0,0,0,0.01,0,19.59,15.69,36.13,standing,aratrik
"
1.71",-10.25,-0.12,0.02,0,-0.01,0,0,0,19.59,15.81,36.11,standing,aratrik
"
1.68",-10.23,-0.04,0.01,0,0,0,0,0,19.65,15.88,36.06,standing,aratrik
"
1.75",-10.22,-0.07,0,-0.01,0,0,0,0,19.71,15.81,36.11,standing,aratrik
"
1.69",-10.21,-0.05,-0.02,0,0.01,0,0.01,0,19.67,15.79,36.13,standing,aratrik
"
1.69",-10.21,-0.03,0.01,0,-0.01,0,0,0,19.65,15.81,36.19,standing,aratrik
"
1.67",-10.24,-0.07,0,0,0.01,0,-0.01,0,19.67,15.94,36.23,standing,aratrik
"
1.65",-10.23,-0.11,0,0.01,0.01,0,0,0,19.78,15.96,36.23,standing,aratrik
"
1.70",-10.25,-0.08,0.02,0,-0.01,0,0,0,19.84,16.05,36.28,standing,aratrik
"
1.71",-10.2,-0.05,-0.02,0,0,0,0.01,0,19.84,16.03,36.36,standing,aratrik
"
1.73",-10.22,-0.07,0,0,0.01,0,0,0,19.82,15.99,36.38,standing,aratrik
"
1.72",-10.24,-0.1,-0.01,0,0.01,0,-0.01,0,19.74,16.05,36.32,standing,aratrik
"
1.75",-10.23,-0.09,-0.01,0,0.01,0,0,0,19.78,16.13,36.34,standing,aratrik
"
1.68",-10.22,-0.06,0.01,0,0,0,0,0,19.8,16.14,36.3,standing,aratrik
"
1.75",-10.21,-0.08,0.02,0,-0.01,0,0,0,19.74,16.07,36.21,standing,aratrik
"
1.69",-10.22,-0.03,-0.01,0,0.01,0,0.01,0,19.61,16.07,36.15,standing,aratrik
"
1.61",-10.24,-0.11,0,0,0,0,0,0,19.67,16.01,36.13,standing,aratrik
"
1.65",-10.22,-0.01,-0.01,0,0,0,0,0,19.69,16.03,36.09,standing,aratrik
"
1.95",-10.24,-0.14,0.01,0,-0.01,0,0.01,0,19.71,16.01,36.13,standing,aratrik
"
1.78",-10.24,-0.17,0.02,0,0.01,0,-0.02,-0.01,19.76,15.99,36.17,standing,aratrik
"
1.67",-10.2,-0.06,-0.04,0.01,0.01,0,-0.01,0,19.82,15.99,36.23,standing,aratrik
"
1.76",-10.19,-0.03,0.03,0,-0.01,0,0.01,0,19.82,15.96,36.26,standing,aratrik
"
1.69",-10.2,0.01,-0.02,0,0,-0.01,0.02,0,19.91,15.94,36.24,standing,aratrik
"
1.70",-10.21,0,0.03,0.01,0.01,0,-0.01,0,19.95,15.92,36.24,standing,aratrik
"
1.73",-10.22,-0.05,-0.01,0,0,0,-0.01,0,19.84,15.86,36.17,standing,aratrik
"
1.68",-10.23,-0.05,-0.01,0,0,0,0,0,19.82,15.86,36.15,standing,aratrik
"
1.78",-10.22,-0.05,0,0,0.01,-0.01,0,-0.01,19.82,15.86,36.17,standing,aratrik
"
1.70",-10.2,-0.08,-0.02,0,0.02,0,0.01,0,19.74,15.9,36.09,standing,aratrik
"
1.76",-10.22,-0.11,0.04,0,-0.01,0,0,0,19.67,15.9,36,standing,aratrik
"
1.72",-10.21,-0.08,0,0,-0.01,0,-0.01,0,19.67,15.98,35.93,standing,aratrik
"
1.77",-10.22,-0.07,-0.01,0,0,0,-0.01,0,19.61,16.01,35.93,standing,aratrik
"
1.80",-10.19,-0.01,-0.02,0,0.02,0,0,0,19.59,16.09,35.93,standing,aratrik
"
1.73",-10.2,-0.04,0.01,0,0,0,0.01,0,19.56,16.2,35.94,standing,aratrik
"
1.75",-10.23,-0.09,0.04,0,-0.01,0,0,0,19.58,16.14,35.98,standing,aratrik
"
1.72",-10.24,-0.11,-0.03,0,0.02,0,0,0,19.54,16.09,35.96,standing,aratrik
"
1.78",-10.22,-0.15,-0.03,-0.01,0.01,-0.01,0.01,-0.01,19.63,16.03,36,standing,aratrik
"
1.77",-10.19,-0.16,0,0,0.01,-0.01,0.01,-0.01,19.59,15.96,35.96,standing,aratrik
"
1.79",-10.19,-0.14,0,0.01,0.01,0,0,0,19.58,15.79,36.15,standing,aratrik
"
1.83",-10.18,-0.14,0.01,-0.01,-0.01,-0.01,0.01,-0.01,19.59,15.75,36.26,standing,aratrik
"
1.91",-10.17,-0.17,-0.01,-0.01,-0.01,-0.01,0.01,-0.02,19.54,15.66,36.36,standing,aratrik
"
1.97",-10.19,-0.06,0.01,0.01,-0.01,0,-0.01,-0.01,19.52,15.6,36.41,standing,aratrik
"
1.85",-10.18,-0.11,0.02,0.01,0,0.01,-0.01,0.01,19.54,15.6,36.47,standing,aratrik
"
1.69",-10.26,-0.18,0.04,0.01,-0.02,0.02,-0.03,0.03,19.52,15.62,36.51,standing,aratrik
"
1.85",-10.21,-0.17,0,-0.01,0,0.01,0.02,0.01,19.52,15.6,36.54,standing,aratrik
"
1.71",-10.22,-0.09,0.05,0.01,-0.01,0.01,0,0.02,19.56,15.62,36.53,standing,aratrik
"
1.71",-10.23,-0.06,-0.01,0,0,0.01,0.01,0.01,19.56,15.84,36.38,standing,aratrik
"
1.71",-10.23,-0.07,-0.01,0,0,0,0.01,0.01,19.56,15.92,36.34,standing,aratrik
"
1.69",-10.26,-0.08,-0.01,0,0,0,0,0,19.59,16.07,36.24,standing,aratrik
"
1.75",-10.28,-0.05,-0.03,0,0.01,0,0,0,19.67,16.07,36.26,standing,aratrik
"
1.76",-10.23,-0.06,-0.03,0,0.02,0,0.01,0,19.65,16.11,36.3,standing,aratrik
"
1.75",-10.23,-0.09,0,0,0.01,0,0.01,-0.01,19.67,16.22,36.3,standing,aratrik
"
1.72",-10.16,-0.02,0,0,-0.01,0,0.01,-0.01,19.59,16.26,36.36,standing,aratrik
"
1.79",-10.22,-0.1,0,0,-0.02,0.01,-0.01,0.01,19.56,16.26,36.43,standing,aratrik
"
1.72",-10.24,-0.08,-0.02,0,0.01,0,-0.01,0,19.52,16.14,36.51,standing,aratrik
"
1.75",-10.21,-0.1,0.02,-0.01,-0.01,0,0,0,19.5,16.13,36.49,standing,aratrik
"
1.71",-10.24,-0.08,0,0,0,0,0,0,19.52,16.05,36.54,standing,aratrik
"
1.69",-10.25,-0.03,0.02,0,-0.01,0,0.01,0,19.46,16.09,36.54,standing,aratrik
"
1.66",-10.23,-0.05,0,0,-0.01,0,0.01,0,19.46,16.05,36.49,standing,aratrik
"
1.73",-10.2,-0.06,0,0,0.01,0,0,0,19.46,16.03,36.43,standing,aratrik
"
1.74",-10.21,-0.06,-0.01,0,0,0,-0.01,0,19.43,16.05,36.41,standing,aratrik
"
1.72",-10.22,-0.04,0.01,0.01,0.01,0,0,0,19.44,16.03,36.45,standing,aratrik
"
1.72",-10.21,0.02,-0.01,0,0.01,0,0,0,19.44,15.98,36.47,standing,aratrik
"
1.72",-10.22,-0.07,-0.01,0,0.01,0,0,0,19.41,15.92,36.51,standing,aratrik
"
1.70",-10.21,-0.05,0,0,-0.01,-0.01,-0.01,0,19.35,15.86,36.51,standing,aratrik
"
1.76",-10.2,-0.06,0.02,0,0,0,0,0,19.39,15.86,36.51,standing,aratrik
"
1.72",-10.22,-0.08,-0.02,0,0.02,0,0,0,19.37,15.81,36.49,standing,aratrik
"
1.75",-10.21,-0.06,0.01,0,0,0,0,0,19.29,15.73,36.53,standing,aratrik
"
1.72",-10.23,-0.07,0.02,0,-0.01,0,0,0,19.31,15.66,36.6,standing,aratrik
"
1.73",-10.22,-0.09,-0.01,0,-0.01,0,0,0,19.31,15.66,36.58,standing,aratrik
"
1.72",-10.22,-0.05,0,0,0,0,0,0,19.28,15.69,36.6,standing,aratrik
"
1.71",-10.21,-0.04,0,0,0,0,0,0,19.24,15.75,36.54,standing,aratrik
"
1.77",-10.21,-0.03,-0.01,0,0.01,0,0,0,19.28,15.81,36.49,standing,aratrik
"
1.79",-10.21,-0.04,-0.01,0,0.01,0,0.01,0,19.26,15.83,36.53,standing,aratrik
"
1.74",-10.22,-0.07,0.01,0,0,0,-0.01,0.01,19.26,15.9,36.54,standing,aratrik
"
1.72",-10.23,-0.08,0.03,0.01,-0.01,0,-0.01,0,19.33,15.94,36.54,standing,aratrik
"
1.66",-10.22,-0.04,0,0,0,0,0,0,19.37,16.01,36.47,standing,aratrik
"
1.74",-10.23,-0.06,-0.02,0,0.02,0,0,0,19.37,15.99,36.49,standing,aratrik
"
1.74",-10.22,-0.06,0,0,0.01,0,0,0,19.37,15.94,36.45,standing,aratrik
"
1.78",-10.23,-0.07,0,0,-0.01,0,0,0,19.43,15.94,36.54,standing,aratrik
"
1.72",-10.21,-0.06,0,0,0,0,0,0,19.41,15.92,36.53,standing,aratrik
"
1.72",-10.22,-0.07,-0.01,0,-0.01,0,0,0,19.41,16.01,36.51,standing,aratrik
"
1.85",-10.18,-0.11,0.01,0,0.01,0,0,0,19.43,15.99,36.54,standing,aratrik
"
1.75",-10.19,-0.08,-0.01,0,0.02,-0.01,0.01,0,19.43,15.98,36.51,standing,aratrik
"
1.77",-10.19,-0.09,0.02,0.01,0.01,0,-0.01,0,19.41,15.98,36.54,standing,aratrik
"
1.78",-10.2,-0.12,-0.02,0,0,0,0.01,0,19.39,16.01,36.51,standing,aratrik
"
1.70",-10.22,-0.06,0.02,0.01,-0.02,0,0,0.01,19.41,16.07,36.49,standing,aratrik
"
1.72",-10.23,-0.1,0.04,0,-0.01,0.01,-0.02,0,19.44,16.05,36.41,standing,aratrik
"
1.72",-10.2,-0.02,-0.04,-0.01,0.01,0,-0.01,0.01,19.48,16.11,36.49,standing,aratrik
"
1.78",-10.19,-0.01,0,0,0,0,0.01,0,19.44,15.86,36.43,standing,aratrik
"
1.67",-10.23,0,-0.01,0,0.02,-0.01,0.02,0,19.44,15.81,36.45,standing,aratrik
"
1.73",-10.22,-0.08,0.02,0,0,0,0,0,19.43,15.83,36.51,standing,aratrik
"
1.70",-10.23,-0.13,-0.02,0,0.01,0,0,0,19.43,15.83,36.49,standing,aratrik
"
1.70",-10.22,-0.1,0,0,-0.01,0,0,0,19.44,15.83,36.47,standing,aratrik
"
1.75",-10.21,-0.11,0.01,0,-0.01,0,-0.01,0,19.41,15.81,36.47,standing,aratrik
"
1.73",-10.21,-0.08,-0.01,0,0,0,0,0,19.35,15.81,36.39,standing,aratrik
"
1.73",-10.22,-0.07,0.01,0,0,0,0,0,19.29,15.71,36.36,standing,aratrik
"
1.70",-10.19,-0.05,0.01,0,-0.01,0,0,0,19.33,15.92,36.47,standing,aratrik
"
1.73",-10.22,-0.01,-0.01,0,0,0,0,0,19.35,15.98,36.43,standing,aratrik
