Acceleration_X,Acceleration_Y,Acceleration_Z,User Accelerometer_x,User Accelerometer_y,User Accelerometer_z,Gyroscope_X,Gyroscope_Y,Gyroscope_Z,Magnetometer_X,Magnetometer_Y,Magnetometer_Z,Activity,user
"
1.66",-10.23,-0.06,-0.01,0,0,0,0,0,19.39,15.98,36.45,standing,aratrik
"
1.70",-10.21,-0.07,0.01,0,0.01,0,0,0,19.43,15.88,36.45,standing,aratrik
"
1.71",-10.23,-0.1,0,0,0.01,0,0,0,19.37,15.9,36.47,standing,aratrik
"
1.71",-10.23,-0.1,0,0,0.01,0,0,0,19.41,15.83,36.49,standing,aratrik
"
1.69",-10.22,-0.1,0,0,0,0,0,0,19.44,15.77,36.66,standing,aratrik
"
1.70",-10.23,-0.11,0,0,0,0,0,0,19.48,15.79,36.75,standing,aratrik
"
1.71",-10.22,-0.08,0,0,0,0,0,0,19.5,15.71,36.68,standing,aratrik
"
1.71",-10.2,-0.09,0,0,0,0,0,0,19.44,15.73,36.66,standing,aratrik
"
1.72",-10.23,-0.09,0,0,0.01,0,0,0,19.35,15.68,36.6,standing,aratrik
"
1.70",-10.24,-0.11,0,0,0,0,0,0,19.31,15.73,36.6,standing,aratrik
"
1.71",-10.22,-0.06,0.01,0,0,0,0,0,19.39,15.71,36.56,standing,aratrik
"
1.70",-10.21,-0.07,0,0,0,0,0,0,19.44,15.71,36.53,standing,aratrik
"
1.73",-10.2,-0.07,0,0,0,0,0,0,19.44,15.79,36.41,standing,aratrik
"
1.69",-10.23,-0.07,0,0,0,0,0,0,19.46,15.84,36.32,standing,aratrik
"
1.73",-10.23,-0.08,0,0,0,0,0,0,19.39,15.9,36.28,standing,aratrik
"
1.71",-10.22,-0.08,0,0,0.01,0,0,0,19.39,15.92,36.3,standing,aratrik
"
1.72",-10.22,-0.08,0,0,0.01,0,0,0,19.44,16.01,36.28,standing,aratrik
"
1.71",-10.22,-0.07,-0.01,0,0,0,0,0,19.43,16.11,36.24,standing,aratrik
"
1.77",-10.23,-0.07,0.01,0,-0.01,0,0,0,19.39,16.13,36.26,standing,aratrik
"
1.71",-10.23,-0.13,0,0,0,0,0,0,19.35,16.22,36.3,standing,aratrik
"
1.74",-10.22,-0.08,0.01,0,0.01,0,0,0,19.29,16.29,36.39,standing,aratrik
"
1.69",-10.23,-0.08,0,0,0,0,0,0,19.29,16.26,36.39,standing,aratrik
"
1.74",-10.23,-0.08,0,0,0,0,0,0,19.39,16.26,36.36,standing,aratrik
"
1.71",-10.22,-0.09,0,0,0,0,0,0,19.39,16.2,36.36,standing,aratrik
"
1.72",-10.24,-0.09,0.01,0,0,0,0,0,19.37,16.14,36.36,standing,aratrik
"
1.71",-10.24,-0.1,-0.01,0,0,0,0,0,19.44,16.03,36.36,standing,aratrik
"
1.75",-10.24,-0.09,0,0,0.01,0,0,0,19.44,16.03,36.38,standing,aratrik
"
1.75",-10.22,-0.11,-0.01,0,0.01,0,0,0,19.46,16.11,36.36,standing,aratrik
"
1.75",-10.25,-0.13,-0.02,0,0.01,0,0,0,19.48,16.03,36.28,standing,aratrik
"
1.79",-10.22,-0.16,0.01,0,0,0,0,0,19.43,16.01,36.26,standing,aratrik
"
1.78",-10.2,-0.12,0,0,-0.01,0,0,0,19.37,15.94,36.32,standing,aratrik
"
1.78",-10.21,-0.09,0.01,0,-0.01,0,0,0,19.37,15.99,36.38,standing,aratrik
"
1.77",-10.21,-0.08,0.01,0,0,0,0,0,19.37,16.05,36.43,standing,aratrik
"
1.76",-10.22,-0.06,0.01,0,0.01,0,0,0,19.35,16.14,36.47,standing,aratrik
"
1.72",-10.2,-0.08,-0.01,0,0.01,0,0,0,19.35,16.13,36.56,standing,aratrik
"
1.80",-10.21,-0.09,0,0,0,0,0.01,0,19.31,16.09,36.64,standing,aratrik
"
1.72",-10.21,-0.09,0.01,0,0,0,0,0,19.35,16.09,36.6,standing,aratrik
"
1.73",-10.21,-0.11,0,0,0,0,0,0,19.44,16.11,36.64,standing,aratrik
"
1.76",-10.21,-0.1,0,0,-0.01,0,0,0,19.44,16.11,36.64,standing,aratrik
"
1.76",-10.22,-0.1,0.01,0,-0.01,0,-0.01,0,19.5,16.03,36.54,standing,aratrik
"
1.78",-10.22,-0.07,0,0,0.01,0,-0.01,0,19.52,15.98,36.53,standing,aratrik
"
1.76",-10.21,-0.08,0,0,0.01,0,0,0,19.58,15.86,36.47,standing,aratrik
"
1.72",-10.22,-0.09,0,0,0,0,0,0,19.59,15.94,36.38,standing,aratrik
"
1.74",-10.24,-0.1,0,0,0.01,0,0,0,19.65,15.83,36.26,standing,aratrik
"
1.71",-10.22,-0.13,-0.01,0,0,0,0,0,19.58,15.79,36.28,standing,aratrik
"
1.79",-10.21,-0.12,-0.01,-0.01,0,0,0.01,0,19.48,15.81,36.26,standing,aratrik
"
1.76",-10.21,-0.09,0.01,0.01,0,0,0,0,19.48,15.79,36.23,standing,aratrik
"
1.74",-10.22,-0.08,0.02,0,-0.01,0,-0.01,0,19.43,15.83,36.3,standing,aratrik
"
1.78",-10.22,-0.1,-0.02,0,0.01,0,0,0,19.44,15.84,36.28,standing,aratrik
"
1.74",-10.21,-0.09,0,0,0.01,0,-0.01,0,19.43,15.92,36.34,standing,aratrik
"
1.83",-10.21,-0.14,-0.03,-0.01,0.02,-0.01,0.01,0,19.48,15.83,36.3,standing,aratrik
"
1.79",-10.21,-0.17,0.01,0,0,-0.01,0.01,-0.01,19.44,15.79,36.3,standing,aratrik
"
1.79",-10.2,-0.12,0.01,0.01,0,0,0,0,19.46,15.86,36.38,standing,aratrik
"
1.78",-10.21,-0.11,0.02,-0.01,-0.01,0,-0.01,0,19.46,15.92,36.43,standing,aratrik
"
1.77",-10.2,-0.09,-0.01,0,0.01,0,-0.01,0,19.52,15.94,36.41,standing,aratrik
"
1.77",-10.21,-0.13,0.01,0,0,0.01,-0.01,0,19.52,15.94,36.36,standing,aratrik
"
1.76",-10.2,-0.1,0.01,0,-0.01,0,0,0,19.5,15.92,36.28,standing,aratrik
"
1.79",-10.2,-0.05,-0.02,0,0.01,0,0,0,19.39,15.92,36.3,standing,aratrik
"
1.79",-10.22,-0.14,-0.02,0,0.01,0,0,0,19.28,15.98,36.32,standing,aratrik
"
1.79",-10.23,-0.1,0.01,0,0,0,0,0,19.31,16.07,36.38,standing,aratrik
"
1.78",-10.2,-0.12,0,0,0,0,0,0,19.31,16.03,36.32,standing,aratrik
"
1.77",-10.22,-0.11,0,0,0.01,0,-0.01,0,19.37,15.99,36.28,standing,aratrik
"
1.79",-10.2,-0.12,0,0,0,0,0,0,19.33,15.98,36.3,standing,aratrik
"
1.75",-10.22,-0.12,0,0,0.01,0,0,0,19.35,15.96,36.3,standing,aratrik
"
1.79",-10.22,-0.09,0,0,0,0,0,0.01,19.37,15.99,36.36,standing,aratrik
"
1.76",-10.19,-0.08,0.01,0.01,-0.01,0.01,-0.01,0,19.44,15.96,36.3,standing,aratrik
"
1.76",-10.23,-0.08,0.02,0,0,0,0.01,0,19.54,15.98,36.32,standing,aratrik
"
1.80",-10.21,-0.08,-0.03,-0.01,0,0,0.01,0,19.58,16.01,36.26,standing,aratrik
"
1.71",-10.21,-0.04,0,0,0,0,-0.01,0,19.58,16.01,36.24,standing,aratrik
"
1.78",-10.23,-0.1,0.01,0,0.02,0,0,0,19.54,16.01,36.23,standing,aratrik
"
1.80",-10.19,-0.08,-0.02,0,0.01,-0.01,0,-0.01,19.58,16.05,36.26,standing,aratrik
"
1.80",-10.2,-0.09,-0.01,-0.01,0.01,-0.01,0.01,-0.01,19.58,16.09,36.24,standing,aratrik
"
1.81",-10.22,-0.14,-0.01,0,0.01,0,0.01,0,19.48,16.07,36.24,standing,aratrik
"
1.79",-10.2,-0.13,0,0,0,0,-0.01,0,19.5,16.13,36.26,standing,aratrik
"
1.77",-10.23,-0.15,0.03,0,-0.01,0,-0.01,0,19.48,16.07,36.26,standing,aratrik
"
1.74",-10.21,-0.12,0,0,0,0,0,0,19.41,16.07,36.32,standing,aratrik
"
1.78",-10.21,-0.12,-0.01,0,0,0,0.01,0,19.43,16.11,36.3,standing,aratrik
"
1.82",-10.23,-0.11,-0.01,0,0.01,0,0,0,19.43,16.11,36.41,standing,aratrik
"
1.74",-10.22,-0.14,0.02,0,-0.01,0.01,-0.01,0,19.43,16.11,36.39,standing,aratrik
"
1.79",-10.24,-0.11,0.03,0,-0.01,0.01,-0.01,0.01,19.48,16.07,36.49,standing,aratrik
"
1.76",-10.25,-0.15,0.01,0,-0.01,0,0,0.01,19.5,16.09,36.49,standing,aratrik
"
1.78",-10.22,-0.12,-0.02,0,0,0,0,0,19.58,15.98,36.51,standing,aratrik
"
1.78",-10.21,-0.09,0.02,0,0.01,0,0,0,19.56,16.01,36.53,standing,aratrik
"
1.76",-10.21,-0.05,-0.02,0,0.02,0,0.01,0,19.58,16.03,36.41,standing,aratrik
"
1.74",-10.21,-0.06,0.01,0,-0.01,0,0,0,19.63,16.03,36.43,standing,aratrik
"
1.76",-10.21,-0.05,0.01,0.01,0,0,0,0,19.61,16.01,36.36,standing,aratrik
"
1.74",-10.2,-0.05,-0.01,0,0,0,0,0,19.56,16.05,36.36,standing,aratrik
"
1.75",-10.21,-0.07,-0.01,0,0.01,0,0,0,19.48,16.09,36.32,standing,aratrik
"
1.73",-10.22,-0.09,-0.01,0,0.01,0,0,0,19.54,16.13,36.34,standing,aratrik
"
1.71",-10.21,-0.07,0,0,0,0,0,0,19.46,16.18,36.28,standing,aratrik
"
1.81",-10.2,-0.1,0,0,0.01,0,0.01,0,19.46,16.26,36.26,standing,aratrik
"
1.71",-10.2,-0.08,-0.02,0,0.01,0,0.01,0,19.46,16.24,36.36,standing,aratrik
"
1.76",-10.21,-0.08,0.03,0,-0.01,0,0,0,19.48,16.2,36.38,standing,aratrik
"
1.73",-10.24,-0.11,0.01,0,-0.01,0,0,0.01,19.48,16.28,36.41,standing,aratrik
"
1.72",-10.24,-0.08,0.02,0,-0.02,0.01,0,0.01,19.54,16.29,36.36,standing,aratrik
"
1.60",-10.23,-0.04,0.02,0,-0.01,0.01,0,0.01,19.58,16.28,36.36,standing,aratrik
"
1.72",-10.23,-0.04,0,0,-0.01,0,0.01,0,19.58,16.26,36.34,standing,aratrik
"
1.68",-10.22,-0.03,-0.02,0,0.03,0,0,0.01,19.5,16.24,36.38,standing,aratrik
"
1.63",-10.23,-0.02,0,0,0.01,0,0,0.01,19.48,16.2,36.41,standing,aratrik
"
1.69",-10.24,0.01,0.01,0,-0.01,0,-0.01,0,19.5,16.18,36.39,standing,aratrik
"
1.66",-10.24,-0.03,0,0,0,0,0,0,19.54,16.14,36.34,standing,aratrik
"
1.70",-10.24,0.06,-0.01,0.01,0.01,0,0,0,19.63,16.11,36.26,standing,aratrik
"
1.62",-10.22,0.05,0,0,0.01,0,0,0,19.5,16.05,36.34,standing,aratrik
"
1.63",-10.2,0.02,0.01,0,0,0,-0.01,0,19.48,16.07,36.28,standing,aratrik
"
1.63",-10.21,0,-0.01,0,0.01,0,0,0,19.5,15.99,36.32,standing,aratrik
"
1.66",-10.21,0.04,0,0,0,0,0,0,19.52,15.94,36.34,standing,aratrik
"
1.60",-10.24,-0.02,0.01,0,0,0,0,0,19.61,15.99,36.34,standing,aratrik
"
1.64",-10.24,-0.06,-0.01,0,0,0,0,0,19.61,15.99,36.3,standing,aratrik
"
1.64",-10.22,-0.06,-0.01,0,0,0,0,0,19.58,16.09,36.36,standing,aratrik
"
1.67",-10.21,-0.08,-0.01,0,0.02,-0.01,0,0,19.61,16.07,36.41,standing,aratrik
"
1.65",-10.24,-0.08,-0.01,0,0.01,0,0,0,19.74,16.09,36.41,standing,aratrik
"
1.68",-10.22,-0.06,0,0,0,0,0,-0.01,19.78,16.07,36.43,standing,aratrik
"
1.72",-10.21,-0.08,-0.01,-0.01,-0.01,-0.01,0,0,19.76,16.09,36.41,standing,aratrik
"
1.76",-10.22,-0.06,0,0,0.01,0,-0.01,0,19.78,16.16,36.34,standing,aratrik
"
1.71",-10.23,-0.01,0.01,0,-0.01,0,0,0,19.8,16.13,36.3,standing,aratrik
"
1.68",-10.2,0,0.02,0,-0.01,0,0,0,19.76,16.07,36.28,standing,aratrik
"
1.70",-10.23,-0.07,0,0,0.01,0,0,0,19.74,15.96,36.24,standing,aratrik
"
1.71",-10.2,-0.09,-0.01,0,0.03,-0.01,0,0,19.65,15.98,36.17,standing,aratrik
"
1.77",-10.21,-0.1,-0.01,0,0.01,-0.01,0,-0.01,19.63,15.98,36.17,standing,aratrik
"
1.78",-10.21,-0.14,0,0,0,0,0,0,19.65,16.01,36.17,standing,aratrik
"
1.73",-10.22,-0.12,0,-0.01,-0.01,-0.01,0,-0.01,19.65,15.94,36.15,standing,aratrik
"
1.78",-10.23,-0.16,0.01,0,0,0,0.01,0,19.67,15.96,36.21,standing,aratrik
"
1.61",-10.23,-0.08,0.04,0.01,-0.02,0.01,0,0.01,19.58,15.88,36.24,standing,aratrik
"
1.74",-10.23,-0.05,0.02,0,-0.01,0,-0.01,0.01,19.54,15.94,36.21,standing,aratrik
"
1.64",-10.22,-0.08,-0.03,0,0.03,0,0,0,19.61,15.92,36.21,standing,aratrik
"
1.67",-10.24,-0.12,0,0,0,0,0,0,19.63,15.96,36.24,standing,aratrik
"
1.75",-10.22,-0.13,-0.02,-0.01,0,-0.01,0.01,0,19.67,15.92,36.23,standing,aratrik
"
1.79",-10.22,-0.14,0,0,0,-0.01,0,-0.01,19.61,15.88,36.21,standing,aratrik
"
1.78",-10.22,-0.12,0,0,0.01,-0.01,0,-0.01,19.61,15.98,36.17,standing,aratrik
"
1.80",-10.21,-0.09,0,0,0,0,0,-0.01,19.58,15.99,36.15,standing,aratrik
"
1.77",-10.19,-0.09,-0.01,0,0,-0.01,-0.01,-0.01,19.61,15.98,36.17,standing,aratrik
"
1.81",-10.22,-0.13,0.01,0,0,0,0.01,0,19.63,16.01,36.28,standing,aratrik
"
1.73",-10.22,-0.12,0.03,0.01,-0.01,0,-0.01,0.01,19.58,16.07,36.28,standing,aratrik
"
1.84",-10.22,-0.1,0,0,0,0,0,0,19.48,16.03,36.23,standing,aratrik
"
1.74",-10.22,-0.09,-0.02,0,0,0,0,0,19.44,16.09,36.23,standing,aratrik
"
1.84",-10.23,-0.13,-0.01,-0.01,0.01,0,0.01,-0.01,19.5,16.11,36.24,standing,aratrik
"
1.79",-10.22,-0.11,0.01,0,0,0,0.01,0,19.44,16.11,36.3,standing,aratrik
"
1.76",-10.18,-0.1,0.01,0,0,0,0,0,19.41,16.09,36.36,standing,aratrik
"
1.81",-10.21,-0.1,0,0,0,0,0,0,19.37,16.14,36.36,standing,aratrik
"
1.80",-10.19,-0.13,0,0,0,0,0,0,19.29,16.13,36.3,standing,aratrik
"
1.76",-10.21,-0.13,0,0,0.01,0,0,0.01,19.28,16.13,36.34,standing,aratrik
"
1.81",-10.21,-0.11,0.02,0,0,0,-0.01,0,19.28,16.11,36.39,standing,aratrik
"
1.79",-10.19,-0.1,-0.02,0,0,0,0,0,19.26,16.07,36.41,standing,aratrik
"
1.81",-10.18,-0.08,0.01,0,0,0,0,0,19.24,16.01,36.41,standing,aratrik
"
1.73",-10.2,-0.1,0.01,0,-0.01,0,0,0.01,19.31,15.99,36.41,standing,aratrik
"
1.73",-10.23,-0.11,0.01,0,0,0,0,0,19.44,15.96,36.34,standing,aratrik
"
1.76",-10.21,-0.09,0,0,0,0.01,0,0.01,19.5,15.94,36.28,standing,aratrik
"
1.70",-10.22,-0.06,0.03,0,-0.01,0,-0.01,0.01,19.61,15.9,36.28,standing,aratrik
"
1.63",-10.23,-0.06,-0.01,0,0.01,0,0,0.01,19.67,15.92,36.23,standing,aratrik
"
1.76",-10.21,-0.05,-0.01,0,0,0.01,0,0,19.76,15.9,36.23,standing,aratrik
"
1.68",-10.23,-0.07,-0.01,0,0,0,0,0,19.76,15.92,36.21,standing,aratrik
"
1.68",-10.22,-0.05,0,0,0.01,0,0,0,19.76,15.86,36.28,standing,aratrik
"
1.68",-10.21,-0.05,0,0,0,0,0,0,19.76,15.81,36.3,standing,aratrik
"
1.72",-10.24,-0.06,-0.01,0,0.01,0,0.01,0,19.69,15.84,36.3,standing,aratrik
"
1.68",-10.23,-0.09,0,0,0.01,0,0,0,19.74,15.81,36.39,standing,aratrik
"
1.73",-10.21,-0.11,0,0,0.01,0,0,0,19.71,15.83,36.41,standing,aratrik
"
1.71",-10.23,-0.1,0,-0.01,-0.01,0,-0.01,0,19.69,15.81,36.45,standing,aratrik
"
1.72",-10.2,-0.07,0,0,0,0,0,0,19.69,15.83,36.41,standing,aratrik
"
1.72",-10.22,-0.04,0.02,0,-0.01,0,0,0,19.71,15.88,36.39,standing,aratrik
"
1.71",-10.2,-0.07,-0.01,0,0.01,0,0,0,19.69,15.98,36.3,standing,aratrik
"
1.72",-10.23,-0.07,0,0,0.01,0,0,0,19.69,16.01,36.26,standing,aratrik
"
1.68",-10.24,-0.1,-0.01,0,0.02,-0.01,-0.01,-0.01,19.67,15.99,36.34,standing,aratrik
"
1.79",-10.21,-0.09,-0.03,-0.01,0.02,-0.01,0.01,-0.01,19.61,15.98,36.28,standing,aratrik
"
1.79",-10.2,-0.15,0.03,0,0,-0.01,-0.01,-0.01,19.59,15.99,36.26,standing,aratrik
"
1.85",-10.2,-0.17,-0.01,0,0,-0.01,0.01,0,19.56,16.01,36.28,standing,aratrik
"
1.78",-10.19,-0.12,0.02,0,-0.01,-0.01,0,-0.01,19.48,15.99,36.26,standing,aratrik
"
1.77",-10.21,-0.16,0.03,0.01,-0.01,0,0,0.01,19.46,15.94,36.24,standing,aratrik
"
1.69",-10.24,-0.14,0.03,0.01,-0.01,0.01,-0.01,0.01,19.44,15.88,36.3,standing,aratrik
"
1.86",-10.17,-0.02,0,0,-0.01,0.01,-0.01,0.01,19.56,15.84,36.36,standing,aratrik
"
1.70",-10.19,0.06,-0.01,0,0,0.01,0,0.01,19.59,15.88,36.28,standing,aratrik
"
1.83",-10.24,-0.14,-0.01,0,0,-0.01,0.01,0,19.58,15.92,36.24,standing,aratrik
"
1.80",-10.21,-0.13,-0.01,-0.01,0.03,-0.01,0,-0.01,19.63,15.94,36.23,standing,aratrik
"
1.87",-10.22,-0.08,-0.02,-0.01,0.03,0,-0.01,0,19.69,15.99,36.21,standing,aratrik
"
1.78",-10.2,-0.12,0,0.01,-0.01,0,-0.01,0,19.69,16.07,36.19,standing,aratrik
"
1.78",-10.22,-0.11,0.02,0,0,0.01,-0.02,0,19.74,16.07,36.15,standing,aratrik
"
1.65",-10.22,-0.09,0.01,0,-0.01,0.01,-0.03,0.01,19.86,16.22,36.06,standing,aratrik
"
1.72",-10.24,-0.12,0.01,0,0,0.01,-0.01,0.01,19.84,16.26,35.96,standing,aratrik
"
1.69",-10.22,-0.09,-0.03,0,0,0.01,0,0.01,19.89,16.28,35.98,standing,aratrik
"
1.79",-10.22,-0.11,0.01,0,-0.02,0,0.02,0.01,19.99,16.33,35.98,standing,aratrik
"
1.71",-10.21,-0.05,-0.01,0,0.01,0,0.01,0,20.01,16.37,35.96,standing,aratrik
"
1.71",-10.22,-0.06,0.02,0,0,0,-0.01,0,20.03,16.33,35.94,standing,aratrik
"
1.72",-10.2,-0.05,0,0,0.02,0,0,0,20.03,16.35,35.93,standing,aratrik
"
1.72",-10.23,-0.08,0,0,0,0,-0.01,0,20.06,16.41,35.96,standing,aratrik
"
1.75",-10.21,-0.03,-0.01,0,0,0,0,0,20.04,16.31,36.02,standing,aratrik
"
1.73",-10.23,-0.02,0.01,0,-0.01,0,0,0,19.99,16.39,36.13,standing,aratrik
"
1.67",-10.24,0.01,0.01,0,0,0,0,0,19.91,16.35,36.19,standing,aratrik
"
1.68",-10.21,-0.06,0.01,0,0,0,0,0,19.91,16.31,36.26,standing,aratrik
"
1.66",-10.23,0,-0.01,0,0.01,0,0,0,19.93,16.33,36.23,standing,aratrik
"
1.70",-10.24,-0.03,0,0,0.01,0,0,0,19.99,16.33,36.26,standing,aratrik
"
1.72",-10.21,-0.09,-0.03,0,0.01,0,0,0,20.08,16.29,36.3,standing,aratrik
"
1.73",-10.19,0.03,-0.01,0,0,0,-0.01,0,20.06,16.18,36.24,standing,aratrik
"
1.68",-10.2,0.02,0.01,0,-0.01,0,0,0,19.99,16.2,36.17,standing,aratrik
"
1.72",-10.22,-0.02,0.01,0.01,0,0,0,0,20.04,16.14,36.09,standing,aratrik
"
1.71",-10.22,-0.04,0,0,0,0,0.01,0,20.06,16.13,36,standing,aratrik
"
1.73",-10.23,0,0,-0.01,0,0,0,0,20.01,16.14,35.87,standing,aratrik
"
1.68",-10.22,0.03,0.01,0.01,0.01,0,-0.01,0,20.04,16.09,35.96,standing,aratrik
"
1.65",-10.23,-0.02,0.01,0,-0.01,0,-0.01,0,20.01,16.03,35.94,standing,aratrik
"
1.70",-10.22,-0.04,0,0,0,0,0,0,20.03,16.03,35.91,standing,aratrik
"
1.72",-10.23,-0.02,-0.01,0,0.02,0,0.01,0,20.08,16.13,35.94,standing,aratrik
"
1.65",-10.23,-0.02,-0.01,0,0.01,0,0,0,20.1,16.16,35.98,standing,aratrik
"
1.69",-10.21,-0.01,0,0,0,0,-0.01,0,20.08,16.14,36.08,standing,aratrik
"
1.71",-10.24,-0.07,0.01,0,0.01,0,-0.01,0,20.08,16.13,36.02,standing,aratrik
"
1.59",-10.21,-0.06,0,0,0.01,0,-0.01,0,20.08,16.13,36,standing,aratrik
"
1.76",-10.2,0,0.01,0,0,0,-0.01,0,20.04,16.18,35.98,standing,aratrik
"
1.68",-10.23,-0.06,-0.01,0,0.01,0,0.01,0,20.06,16.26,35.96,standing,aratrik
"
1.69",-10.22,-0.02,0.01,0,-0.01,0,0.01,0,20.03,16.26,36.02,standing,aratrik
"
1.65",-10.22,-0.06,0.01,0,0.01,0,0,0,20.03,16.14,35.98,standing,aratrik
"
1.70",-10.23,-0.06,-0.01,0.01,0.01,0,-0.01,0,20.1,16.11,35.94,standing,aratrik
"
1.74",-10.22,-0.06,-0.01,0,0,0,0,0,20.08,16.16,35.83,standing,aratrik
"
1.72",-10.2,0,0,0,0,0,0,0,20.1,16.22,35.93,standing,aratrik
"
1.76",-10.22,-0.01,0.01,0,0,0,0,0,20.18,16.26,35.98,standing,aratrik
"
1.68",-10.21,-0.05,0.01,0,0.01,0,0,0,20.19,16.24,35.98,standing,aratrik
"
1.75",-10.22,-0.03,0.01,0,-0.01,0,0,0,20.14,16.13,35.93,standing,aratrik
"
1.63",-10.22,-0.06,0,0,0,0,-0.01,0,20.18,16.09,35.89,standing,aratrik
"
1.73",-10.19,-0.08,0.01,0,0.02,0,0,0.01,20.23,16.18,35.89,standing,aratrik
"
1.69",-10.27,-0.06,-0.03,-0.01,0.02,-0.01,0.03,0.01,20.16,16.09,36.02,standing,aratrik
"
1.57",-10.21,-0.13,0.05,0.01,0,0,0.01,0.01,20.14,15.99,36.06,standing,aratrik
"
1.70",-10.18,-0.05,0.05,0.01,0,-0.01,0.05,0,20.06,15.94,36.02,standing,aratrik
"
1.81",-10.21,-0.07,-0.03,0,-0.01,0,0,0,19.95,15.81,36.04,standing,aratrik
"
1.68",-10.18,-0.05,0.03,0.02,0,0,-0.01,0,19.84,15.79,36.06,standing,aratrik
"
1.62",-10.22,0.07,0.03,0.02,0,0.01,-0.01,-0.01,19.88,15.79,36.13,standing,aratrik
"
1.57",-10.31,-0.04,-0.01,-0.01,-0.02,0,0,0,19.74,15.81,36.17,standing,aratrik
"
1.59",-10.27,0.05,0,-0.01,-0.01,0,0,0,19.69,15.83,36.23,standing,aratrik
"
1.59",-10.17,0.01,0,-0.01,-0.01,0.02,-0.05,0.01,19.74,15.9,36.13,standing,aratrik
"
1.65",-10.22,-0.03,0.01,0,-0.02,0,-0.1,0.01,19.86,15.94,36,standing,aratrik
"
1.62",-10.17,-0.07,0.01,0,-0.02,-0.01,-0.05,0,20.04,15.86,35.98,standing,aratrik
"
1.61",-10.18,-0.06,-0.01,0.01,0.05,-0.02,-0.05,0,20.25,15.83,35.78,standing,aratrik
"
1.62",-10.23,-0.12,0,0,0.05,0,-0.04,0,20.59,15.81,35.64,standing,aratrik
"
1.63",-10.21,-0.2,-0.01,0,0.04,-0.02,-0.05,0,20.83,15.77,35.48,standing,aratrik
"
1.46",-10.25,-0.19,0.01,-0.01,0.02,-0.03,-0.05,-0.01,21.23,15.75,35.29,standing,aratrik
"
1.55",-10.33,-0.15,-0.03,0,0.06,-0.04,-0.01,-0.01,21.49,15.6,35.04,standing,aratrik
"
1.64",-10.21,-0.52,-0.01,-0.01,0.05,-0.04,-0.01,-0.01,21.66,15.51,35.01,standing,aratrik
"
1.67",-10.25,-0.4,-0.01,-0.01,0.05,-0.02,-0.07,-0.01,21.77,15.39,35.04,standing,aratrik
"
1.62",-10.3,-0.58,-0.02,-0.01,-0.03,-0.01,0.05,0.01,21.83,15.32,35.03,standing,aratrik
"
1.67",-10.23,-0.36,-0.01,-0.01,0.01,-0.07,-0.06,-0.01,21.9,15.24,35.12,standing,aratrik
"
1.67",-10.25,-0.46,0.01,0,0.01,-0.01,0.04,0.01,21.84,15.02,35.18,standing,aratrik
"
1.57",-10.22,-0.55,0.01,0,0.02,0,-0.03,0,21.79,14.87,35.27,standing,aratrik
"
1.72",-10.21,-0.54,0.01,0,0.02,0,-0.03,0,21.68,14.63,35.34,standing,aratrik
"
1.62",-10.24,-0.53,0.02,0,-0.01,0,-0.02,0.01,21.6,14.53,35.44,standing,aratrik
"
1.58",-10.2,-0.5,0.02,0,-0.01,0,0,0.01,21.6,14.44,35.4,standing,aratrik
"
1.60",-10.24,-0.46,0.01,0,0.01,0,0,0,21.58,14.36,35.42,standing,aratrik
"
1.59",-10.18,-0.52,-0.01,0,0,0,0.01,0,21.6,14.29,35.4,standing,aratrik
"
1.59",-10.21,-0.53,0,0,0,0.01,-0.07,0.01,21.58,14.29,35.27,standing,aratrik
"
1.51",-10.22,-0.75,0,0,0.03,0,-0.03,0.02,21.68,14.21,35.16,standing,aratrik
"
1.51",-10.18,-0.58,0.07,0.01,0.09,-0.04,-0.14,0.01,21.92,14.14,35.01,standing,aratrik
"
1.55",-10.3,-0.53,0.03,-0.01,0.08,-0.06,-0.14,0,22.24,14.06,34.82,standing,aratrik
"
1.56",-10.21,-0.63,0.03,-0.01,0.08,0.07,0.1,-0.01,22.44,13.95,34.61,standing,aratrik
"
1.40",-10.25,-0.6,-0.05,-0.01,-0.12,0.05,0.03,0.01,22.69,13.88,34.39,standing,aratrik
"
1.56",-10.16,-0.52,-0.05,-0.01,-0.12,0.05,0.03,0.01,22.95,13.89,34.13,standing,aratrik
"
1.43",-10.35,-0.3,-0.08,-0.01,-0.01,-0.02,0.03,-0.03,23.14,13.89,33.92,standing,aratrik
"
1.55",-10.27,-0.77,-0.08,-0.01,-0.01,-0.02,0.03,-0.03,23.38,13.84,33.88,standing,aratrik
"
1.19",-10.23,-0.66,-0.08,-0.01,-0.01,-0.11,-0.11,-0.01,23.55,13.84,33.81,standing,aratrik
"
1.41",-10.25,-0.62,-0.02,-0.03,0.22,0.03,0.01,0.01,23.59,13.8,33.79,standing,aratrik
"
1.47",-10.2,-0.59,-0.07,-0.02,0.1,-0.01,0,0.01,23.55,13.8,33.73,standing,aratrik
"
1.46",-10.15,-0.66,-0.04,0,0.09,0,0.01,0.01,23.66,13.82,33.69,standing,aratrik
"
1.46",-10.2,-0.61,0.01,0,0.03,0.01,-0.01,0.01,23.68,13.76,33.73,standing,aratrik
"
1.38",-10.24,-0.58,-0.01,0,0.01,0.01,-0.01,0,23.76,13.61,33.73,standing,aratrik
